brand,cc,model,ref_no,vehicle_type,abe1,year,type,product_code,abe_shock,length,top,bottom ,spring,piston,shaft,preload,rebound,compression,length_adjus,hydraulic,emulsion,piggy_back,on_hose,free_piston,dtg
29,600,SRX 600 ( HARDER SPRING),,1,,1988,TS,RG362-300TRWL-34,,295-305,14X20+5,10X20,46-20-30-160,36,12,T,Y,W,Y,,,Y,,,
29,600,SRX 600 ( HARDER SPRING),,1,,1989,TS,RG362-300TRWL-34,,295-305,14X20+5,10X20,46-20-30-160,36,12,T,Y,W,Y,,,Y,,,
29,600,SRX 600  ,4 SU/1 XM/1 XL,1,ABE,1990,MS,MZ366-300TRL-19,ABE,300-310,12x35,12x55,46-135-150,36,16,T,Y,,Y,,Y,,,,
29,660,SZR 660 ,4SU,1,ABE,1996,MS,MZ506-315TR-19,ABE,315,10x40,F.30x12,60-130-150,50,16,T,Y,,,,Y,,,,
29,850,TDM 850,3VD/4CM,1,ABE,1991,MS,MZ506-300TRL-28,ABE,300-310,12x60,12x30,60-200-150,50,16,T,Y,,Y,,Y,,,,
29,850,TDM 850,3VD/4CM,1,ABE,1992,MS,MZ506-300TRL-28,ABE,300-310,12x60,12x30,60-200-150,50,16,T,Y,,Y,,Y,,,,
29,850,TDM 850,3VD/4CM,1,ABE,1993,MS,MZ506-300TRL-28,ABE,300-310,12x60,12x30,60-200-150,50,16,T,Y,,Y,,Y,,,,
29,850,TDM 850,3VD/4CM,1,ABE,1994,MS,MZ506-300TRL-28,ABE,300-310,12x60,12x30,60-200-150,50,16,T,Y,,Y,,Y,,,,
29,850,TDM 850,3VD/4CM,1,ABE,1995,MS,MZ506-300TRL-28,ABE,300-310,12x60,12x30,60-200-150,50,16,T,Y,,Y,,Y,,,,
29,850,TDM 850 H.10,,1,,1991,MS,MZ506-310TRL-11,-,310-320,12x60,12x30,60-200-150,50,16,T,Y,,Y,,Y,,,,
29,850,TDM 850 H.10,,1,,1992,MS,MZ506-310TRL-11,-,310-320,12x60,12x30,60-200-150,50,16,T,Y,,Y,,Y,,,,
29,850,TDM 850 H.10,,1,,1993,MS,MZ506-310TRL-11,-,310-320,12x60,12x30,60-200-150,50,16,T,Y,,Y,,Y,,,,
29,850,TDM 850 H.10,,1,,1994,MS,MZ506-310TRL-11,-,310-320,12x60,12x30,60-200-150,50,16,T,Y,,Y,,Y,,,,
29,850,TDM 850 H.10,,1,,1995,MS,MZ506-310TRL-11,-,310-320,12x60,12x30,60-200-150,50,16,T,Y,,Y,,Y,,,,
29,850,TDM 850,4 TX,1,ABE,1996,MS,MZ506-310TR-17,ABE,310,12x60,12x30,60-200-150,50,16,T,Y,,,,Y,,,,
29,850,TDM 850,4 TX,1,ABE,1997,MS,MZ506-310TR-17,ABE,310,12x60,12x30,60-200-150,50,16,T,Y,,,,Y,,,,
29,850,TDM 850,4 TX,1,ABE,1998,MS,MZ506-310TR-17,ABE,310,12x60,12x30,60-200-150,50,16,T,Y,,,,Y,,,,
29,850,TDM 850,4 TX,1,ABE,1999,MS,MZ506-310TR-17,ABE,310,12x60,12x30,60-200-150,50,16,T,Y,,,,Y,,,,
29,850,TDM 850,4 TX,1,ABE,2000,MS,MZ506-310TR-17,ABE,310,12x60,12x30,60-200-150,50,16,T,Y,,,,Y,,,,
29,850,TDM 850,4 TX,1,ABE,2001,MS,MZ506-310TR-17,ABE,310,12x60,12x30,60-200-150,50,16,T,Y,,,,Y,,,,
29,900,TDM 900 (also ABS),RN08/11,1,ABE,2001,MS,MZ506-330TR-14,ABE,330,10x30,F.30x12,60-130-185,50,16,T,Y,,,,Y,,,,
