brand,cc,model,ref_no,vehicle_type,abe1,year,type,product_code,abe_shock,length,top,bottom ,spring,piston,shaft,preload,rebound,compression,length_adjus,hydraulic,emulsion,piggy_back,on_hose,free_piston,dtg
10,1450,FXDS/C 1450 Dyna Convertible,FXD,1,ABE,2000,TS,RZ366-305TR-06CP,ABE,305,12.7x28,12.7x28,46-45-60-180,36,16,T,Y,,,,Y,,,,
10,1450,FXDS/C 1450 Dyna Convertible,FXD,1,ABE,2000,TS,RE302-305T-06CP,ABE,305,12.7x28,12.7x28,46-45-60-180,30,12,T,,,,,Y,,,,
10,1340,FXDWG 1340 Dyna Wide Glide,FD1,1,ABE,1999,TS,RZ366-320TR-07CP,ABE,320,12.9X32,12.9X32,46-45-60-200,36,16,T,Y,,,,Y,,,,
10,1340,FXDWG 1340 Dyna Wide Glide,FD1,1,ABE,1999,TS,RE302-320T-07CP,ABE,320,12.7x32,12.7x32,46-45-60-200,30,12,T,,,,,Y,,,,
10,1340,FXDWG 1340 Dyna Wide Glide,FD1,1,ABE,2000,TS,RZ366-320TR-07CP,ABE,320,12.9X32,12.9X32,46-45-60-200,36,16,T,Y,,,,Y,,,,
10,1340,FXDWG 1340 Dyna Wide Glide,FD1,1,ABE,2000,TS,RE302-320T-07CP,ABE,320,12.7x32,12.7x32,46-45-60-200,30,12,T,,,,,Y,,,,
10,1340,FXDWG 1340 Dyna Wide Glide,FD1,1,ABE,2001,TS,RZ366-320TR-07CP,ABE,320,12.9X32,12.9X32,46-45-60-200,36,16,T,Y,,,,Y,,,,
10,1340,FXDWG 1340 Dyna Wide Glide,FD1,1,ABE,2001,TS,RE302-320T-07CP,ABE,320,12.7x32,12.7x32,46-45-60-200,30,12,T,,,,,Y,,,,
10,1340,FXDWG 1340 Dyna Wide Glide,FD1,1,ABE,2002,TS,RZ366-320TR-07CP,ABE,320,12.9X32,12.9X32,46-45-60-200,36,16,T,Y,,,,Y,,,,
10,1340,FXDWG 1340 Dyna Wide Glide,FD1,1,ABE,2002,TS,RE302-320T-07CP,ABE,320,12.7x32,12.7x32,46-45-60-200,30,12,T,,,,,Y,,,,
10,1340,FXDWG 1340 Dyna Wide Glide,FD1,1,ABE,2003,TS,RZ366-320TR-07CP,ABE,320,12.9X32,12.9X32,46-45-60-200,36,16,T,Y,,,,Y,,,,
10,1340,FXDWG 1340 Dyna Wide Glide,FD1,1,ABE,2003,TS,RE302-320T-07CP,ABE,320,12.7x32,12.7x32,46-45-60-200,30,12,T,,,,,Y,,,,
