brand,cc,model,ref_no,abe1,year,type,product_code,abe_shock,length,top,bottom ,spring,piston,shaft,preload,rebound,compression,length_adjus,hydraulic,emulsion,piggy_back,on_hose,free_piston,dtg,vehicle_type
48,250,250 SPORT (FRONT),,,2008,TS,FG362-380TRC-01AB,,380,10X20,10X30,46-25-35-260,36,12,T,Y,C,,,,Y,,,,2
75,550,QUAD 550,,,2008,TS,RZ366-420TR-04,,420,10x30,10x23,46-25-45-280,36,16,T,Y,,,,Y,,,,,2
76,,QUAD,,,2008,TS,RG366-390TRC-05AB,,390,8x24,8x24,46-20-30-280,36,16,T,Y,C,,,,Y,,,,2
77,,OUTLAW (REAR),,,2008,TS,RG366-500TRC-01AB,,500,10X30,F.37X10,46-20-40-280,36,16,T,Y,C,,,,Y,,,,2
77,,OUTLAW (FRONT),,,2008,TS,FG366-460TRC-01AB,,460,10X30,10X30,46-20-40-280,36,16,T,Y,C,,,,Y,,,,2
77,200,PHONENIX 200 (REAR),,,2008,MS,MZ366-360TRL-02,,360-370,10X32,10X32,46-55-240,36,16,T,Y,,Y,,Y,,,,,2
77,200,PHONENIX 200 (FRONT),,,2008,TS,FZ362-350TR-01,,350,12X32,12X32,46-25-35-220,36,12,T,Y,,,,Y,,,,,2
77,,SCRAMBLER,,,2008,MS,MZ366-480TRL-01,,480-490,10x30,10x35,46-20-40-320,36,16,T,Y,,Y,,Y,,,,,2
77,,SCRAMBLER,,,2008,MS,MZ366-480TRL-02,,480-490,10x30,10x35,46-20-40-280,36,16,T,Y,,Y,,,,,,,2
78,100,QUAD REAR,,,2007,MS,MZ366-265TR-12,,265,10X22,10X22,46-60-90-145,36,16,T,Y,,,,Y,,,,,2
78,100,QUAD FRONT,,,2007,TS,FZ362-295TRC-01AB,,295,10X21,10X21,46-25-24-260,36,16,T,Y,C,,,Y,,,,,2
79,,QUAD (REAR),,,2007,MS,MX366-320TRC-01AB,,320,10X21,10X21,46-25-45-200,36,16,T,Y,C,,,,,Y,,,2
79,,QUAD (FRONT),,,2007,TS,FG362-320TRC-01AB,,320,10X20,10X20,46-25-40-200,36,12,T,Y,C,,,,Y,,,,2
26,700,KING QUAD 700   ( REAR )  ,,,2008,TS,RG366-360TRCL-01AB,,360-370,10x30,10x30,46-25-45-220,36,16,T,Y,C,Y,,,Y,,,,2
26,700,KING QUAD 700     (FRONT),,,2008,TS,FG366-370TRCL-02AB,,370-380,10x30,10x30,46-25-35-240,36,16,T,Y,C,Y,,,Y,,,,2
26,450,LTR 450 QUAD,,,2006,MS,MZ506-405TR-02,,405,10x22,F.22xM10,60-85-220,50,16,T,Y,,,,,,,,,2
26,450,LTR 450 QUAD,,,2007,MS,MZ506-405TR-02,,405,10x22,F.22xM10,60-85-220,50,16,T,Y,,,,,,,,,2
26,450,LTR 450 QUAD,,,2008,MS,MZ506-405TR-02,,405,10x22,F.22xM10,60-85-220,50,16,T,Y,,,,,,,,,2
26,450,LTR 450 QUAD,,,2009,MS,MZ506-405TR-02,,405,10x22,F.22xM10,60-85-220,50,16,T,Y,,,,,,,,,2
26,450,LTR 450 QUAD,,,2010,MS,MZ506-405TR-02,,405,10x22,F.22xM10,60-85-220,50,16,T,Y,,,,,,,,,2
26,450,LTR 450 QUAD,,,2011,MS,MZ506-405TR-02,,405,10x22,F.22xM10,60-85-220,50,16,T,Y,,,,,,,,,2
26,450,LTR 450 QUAD,,,2012,MS,MZ506-405TR-02,,405,10x22,F.22xM10,60-85-220,50,16,T,Y,,,,,,,,,2
26,450,LTR 450 QUAD,,,2013,MS,MZ506-405TR-02,,405,10x22,F.22xM10,60-85-220,50,16,T,Y,,,,,,,,,2
26,450,LTR 450 QUAD,,,2014,MS,MZ506-405TR-02,,405,10x22,F.22xM10,60-85-220,50,16,T,Y,,,,,,,,,2
26,450,LTR 450 QUAD,,,2015,MS,MZ506-405TR-02,,405,10x22,F.22xM10,60-85-220,50,16,T,Y,,,,,,,,,2
26,450,LTR 450  ( REAR ),,,2006,MS,MX506-405TRW-01,,405,10x22,F.22XM10,60-85-220,50,16,T,Y,H-L,,,,,Y,,,2
26,450,LTR 450  ( REAR ),,,2007,MS,MX506-405TRW-01,,405,10x22,F.22XM10,60-85-220,50,16,T,Y,H-L,,,,,Y,,,2
26,450,LTR 450  ( REAR ),,,2008,MS,MX506-405TRW-01,,405,10x22,F.22XM10,60-85-220,50,16,T,Y,H-L,,,,,Y,,,2
26,450,LTR 450  ( REAR ),,,2009,MS,MX506-405TRW-01,,405,10x22,F.22XM10,60-85-220,50,16,T,Y,H-L,,,,,Y,,,2
26,450,LTR 450  ( REAR ),,,2010,MS,MX506-405TRW-01,,405,10x22,F.22XM10,60-85-220,50,16,T,Y,H-L,,,,,Y,,,2
26,450,LTR 450  ( REAR ),,,2011,MS,MX506-405TRW-01,,405,10x22,F.22XM10,60-85-220,50,16,T,Y,H-L,,,,,Y,,,2
26,450,LTR 450  ( REAR ),,,2012,MS,MX506-405TRW-01,,405,10x22,F.22XM10,60-85-220,50,16,T,Y,H-L,,,,,Y,,,2
26,450,LTR 450  ( REAR ),,,2013,MS,MX506-405TRW-01,,405,10x22,F.22XM10,60-85-220,50,16,T,Y,H-L,,,,,Y,,,2
26,450,LTR 450  ( REAR ),,,2014,MS,MX506-405TRW-01,,405,10x22,F.22XM10,60-85-220,50,16,T,Y,H-L,,,,,Y,,,2
26,450,LTR 450  ( REAR ),,,2015,MS,MX506-405TRW-01,,405,10x22,F.22XM10,60-85-220,50,16,T,Y,H-L,,,,,Y,,,2
26,450,LTR 450    (FRONT),,,2006,MS,FG366-480TRW-01,,480,10x22,10x22,46-20-30-260,36,16,T,Y,H-L,,,,Y,,,,2
26,450,LTR 450    (FRONT),,,2007,MS,FG366-480TRW-01,,480,10x22,10x22,46-20-30-260,36,16,T,Y,H-L,,,,Y,,,,2
26,450,LTR 450    (FRONT),,,2008,MS,FG366-480TRW-01,,480,10x22,10x22,46-20-30-260,36,16,T,Y,H-L,,,,Y,,,,2
26,450,LTR 450    (FRONT),,,2009,MS,FG366-480TRW-01,,480,10x22,10x22,46-20-30-260,36,16,T,Y,H-L,,,,Y,,,,2
26,450,LTR 450    (FRONT),,,2010,MS,FG366-480TRW-01,,480,10x22,10x22,46-20-30-260,36,16,T,Y,H-L,,,,Y,,,,2
26,450,LTR 450    (FRONT),,,2011,MS,FG366-480TRW-01,,480,10x22,10x22,46-20-30-260,36,16,T,Y,H-L,,,,Y,,,,2
26,450,LTR 450    (FRONT),,,2012,MS,FG366-480TRW-01,,480,10x22,10x22,46-20-30-260,36,16,T,Y,H-L,,,,Y,,,,2
26,450,LTR 450    (FRONT),,,2013,MS,FG366-480TRW-01,,480,10x22,10x22,46-20-30-260,36,16,T,Y,H-L,,,,Y,,,,2
26,450,LTR 450    (FRONT),,,2014,MS,FG366-480TRW-01,,480,10x22,10x22,46-20-30-260,36,16,T,Y,H-L,,,,Y,,,,2
26,450,LTR 450    (FRONT),,,2015,MS,FG366-480TRW-01,,480,10x22,10x22,46-20-30-260,36,16,T,Y,H-L,,,,Y,,,,2
26,450,QUAD 450 R (FRONT),,,2006,TS,FG366-440TRCL-03AB,,440,10x30,10x30,46-20-40-280,36,16,T,Y,C,Y,,,,,,,2
81,,FRONT TRIGGER CAR BLACK/RED,,,,TS,FB302-260T-10,,260,10x20,10x20,46-45-60-180,30,12,T,,,,,,,,,,2
82,,QUAD,,,2006,TS,RG366-415TRC-01AB,,415,10x24,10x24,46-20-40-280,36,16,T,Y,C,,,,Y,,,,2
29,350,BANSCHEE 350,,,2005,TS,FZ366-360TR-37,,360,10x32,10x30,46-25-45-240,36,16,T,Y,,,,,,,,,2
29,350,BANSCHEE 350,,,2006,TS,FZ366-360TR-37,,360,10x32,10x30,46-25-45-240,36,16,T,Y,,,,,,,,,2
29,350,BANSCHEE 350,,,2007,TS,FZ366-360TR-37,,360,10x32,10x30,46-25-45-240,36,16,T,Y,,,,,,,,,2
29,350,BANSCHEE 350,,,2008,TS,FZ366-360TR-37,,360,10x32,10x30,46-25-45-240,36,16,T,Y,,,,,,,,,2
29,350,BANSCHEE 350,,,2009,TS,FZ366-360TR-37,,360,10x32,10x30,46-25-45-240,36,16,T,Y,,,,,,,,,2
29,350,BANSCHEE 350,,,2010,TS,FZ366-360TR-37,,360,10x32,10x30,46-25-45-240,36,16,T,Y,,,,,,,,,2
29,350,BANSCHEE 350,,,2011,TS,FZ366-360TR-37,,360,10x32,10x30,46-25-45-240,36,16,T,Y,,,,,,,,,2
29,350,BANSCHEE 350,,,2012,TS,FZ366-360TR-37,,360,10x32,10x30,46-25-45-240,36,16,T,Y,,,,,,,,,2
29,350,BANSCHEE 350,,,2013,TS,FZ366-360TR-37,,360,10x32,10x30,46-25-45-240,36,16,T,Y,,,,,,,,,2
29,350,BANSCHEE 350,,,2014,TS,FZ366-360TR-37,,360,10x32,10x30,46-25-45-240,36,16,T,Y,,,,,,,,,2
29,350,BANSCHEE 350,,,2015,TS,FZ366-360TR-37,,360,10x32,10x30,46-25-45-240,36,16,T,Y,,,,,,,,,2
29,200,BLASTER 200   ( REAR ),,,2007,MS,MG506-380TRW-03,,380,14x40,12x46,60-65-245,50,16,T,Y,H-L,,,,Y,,,,2
29,200,BLASTER  200    (FRONT),,,2007,TS,FG366-360TRW-03,,360,10x32,10x32,46-20-30-240,36,16,T,Y,H-L,,,,Y,,,,2
29,200,BLASTER 200     (FRONT),,,2005,TS,FZ366-360TR-01,,360,10x32,10x32,46-25-35-240,36,15,T,Y,,,,Y,,,,,2
29,700,GRIZLY 700   ( REAR ),,,2007,TS,RZ366-410TRL-01,,410-420,10x32,10x30,46-25-45-280,36,16,T,Y,,Y,,Y,,,,,2
29,700,GRIZLY 700     (FRONT),,,2007,TS,FZ366-360TRL-04,,360-370,10x32,10x30,46-25-35-220,36,16,T,Y,,Y,,Y,,,,,2
29,,GRIZZLY FARM BIKE,,,2005,MS,ME302-360T-01,,360,12x22,12x22,46-45-60-220,30,12,T,,,,,Y,,,,,2
29,,GRIZZLY FARM BIKE,,,2006,MS,ME302-360T-01,,360,12x22,12x22,46-45-60-220,30,12,T,,,,,Y,,,,,2
29,,GRIZZLY FARM BIKE,,,2007,MS,ME302-360T-01,,360,12x22,12x22,46-45-60-220,30,12,T,,,,,Y,,,,,2
29,,GRIZZLY FARM BIKE,,,2008,MS,ME302-360T-01,,360,12x22,12x22,46-45-60-220,30,12,T,,,,,Y,,,,,2
29,,GRIZZLY FARM BIKE,,,2009,MS,ME302-360T-01,,360,12x22,12x22,46-45-60-220,30,12,T,,,,,Y,,,,,2
29,,GRIZZLY FARM BIKE,,,2010,MS,ME302-360T-01,,360,12x22,12x22,46-45-60-220,30,12,T,,,,,Y,,,,,2
29,,GRIZZLY FARM BIKE,,,2011,MS,ME302-360T-01,,360,12x22,12x22,46-45-60-220,30,12,T,,,,,Y,,,,,2
29,,GRIZZLY FARM BIKE,,,2012,MS,ME302-360T-01,,360,12x22,12x22,46-45-60-220,30,12,T,,,,,Y,,,,,2
29,,GRIZZLY FARM BIKE,,,2013,MS,ME302-360T-01,,360,12x22,12x22,46-45-60-220,30,12,T,,,,,Y,,,,,2
29,,GRIZZLY FARM BIKE,,,2014,MS,ME302-360T-01,,360,12x22,12x22,46-45-60-220,30,12,T,,,,,Y,,,,,2
29,,GRIZZLY FARM BIKE,,,2015,MS,ME302-360T-01,,360,12x22,12x22,46-45-60-220,30,12,T,,,,,Y,,,,,2
29,350,RAPTOR 350,,,2006,MS,MG366-345TRC-16AB,,345,12x30,12x30,46-80-185,36,16,T,Y,C,,,,,,,,2
29,350,RAPTOR 350,,,2007,MS,MG366-345TRC-16AB,,345,12x30,12x30,46-80-185,36,16,T,Y,C,,,,,,,,2
29,350,RAPTOR 350,,,2008,MS,MG366-345TRC-16AB,,345,12x30,12x30,46-80-185,36,16,T,Y,C,,,,,,,,2
29,350,RAPTOR 350,,,2009,MS,MG366-345TRC-16AB,,345,12x30,12x30,46-80-185,36,16,T,Y,C,,,,,,,,2
29,350,RAPTOR 350,,,2010,MS,MG366-345TRC-16AB,,345,12x30,12x30,46-80-185,36,16,T,Y,C,,,,,,,,2
29,350,RAPTOR 350,,,2011,MS,MG366-345TRC-16AB,,345,12x30,12x30,46-80-185,36,16,T,Y,C,,,,,,,,2
29,350,RAPTOR 350,,,2012,MS,MG366-345TRC-16AB,,345,12x30,12x30,46-80-185,36,16,T,Y,C,,,,,,,,2
29,350,RAPTOR 350,,,2013,MS,MG366-345TRC-16AB,,345,12x30,12x30,46-80-185,36,16,T,Y,C,,,,,,,,2
29,350,RAPTOR 350,,,2014,MS,MG366-345TRC-16AB,,345,12x30,12x30,46-80-185,36,16,T,Y,C,,,,,,,,2
29,350,RAPTOR 350,,,2015,MS,MG366-345TRC-16AB,,345,12x30,12x30,46-80-185,36,16,T,Y,C,,,,,,,,2
29,350,RAPTOR 350 - SUPER MOTARD    (FRONT),,,2006,TS,FG362-360TRCL-01AB,,360-370,10x32,10x32,46-25-35-220,36,12,T,Y,C,Y,,,Y,,,,2
29,660,RAPTOR 660  ( REAR ),,,2001,MS,MX366-365TRC-06AB,,365,12x30,12x30,60-65-245,36,16,T,Y,C,,,,,Y,,,2
29,660,RAPTOR 660  ( REAR ),,,2002,MS,MX366-365TRC-06AB,,365,12x30,12x30,60-65-245,36,16,T,Y,C,,,,,Y,,,2
29,660,RAPTOR 660  ( REAR ),,,2003,MS,MX366-365TRC-06AB,,365,12x30,12x30,60-65-245,36,16,T,Y,C,,,,,Y,,,2
29,660,RAPTOR 660  ( REAR ),,,2004,MS,MX366-365TRC-06AB,,365,12x30,12x30,60-65-245,36,16,T,Y,C,,,,,Y,,,2
29,660,RAPTOR 660  ( REAR ),,,2005,MS,MX366-365TRC-06AB,,365,12x30,12x30,60-65-245,36,16,T,Y,C,,,,,Y,,,2
29,660,RAPTOR 660  ( REAR ),,,2006,MS,MX366-365TRC-06AB,,365,12x30,12x30,60-65-245,36,16,T,Y,C,,,,,Y,,,2
29,660,RAPTOR 660  ( REAR ),,,2007,MS,MX366-365TRC-06AB,,365,12x30,12x30,60-65-245,36,16,T,Y,C,,,,,Y,,,2
29,660,RAPTOR 660  ( REAR ),,,2008,MS,MX366-365TRC-06AB,,365,12x30,12x30,60-65-245,36,16,T,Y,C,,,,,Y,,,2
29,660,RAPTOR 660  ( REAR ),,,2009,MS,MX366-365TRC-06AB,,365,12x30,12x30,60-65-245,36,16,T,Y,C,,,,,Y,,,2
29,660,RAPTOR 660  ( REAR ),,,2010,MS,MX366-365TRC-06AB,,365,12x30,12x30,60-65-245,36,16,T,Y,C,,,,,Y,,,2
29,660,RAPTOR 660  ( REAR ),,,2011,MS,MX366-365TRC-06AB,,365,12x30,12x30,60-65-245,36,16,T,Y,C,,,,,Y,,,2
29,660,RAPTOR 660  ( REAR ),,,2012,MS,MX366-365TRC-06AB,,365,12x30,12x30,60-65-245,36,16,T,Y,C,,,,,Y,,,2
29,660,RAPTOR 660  ( REAR ),,,2013,MS,MX366-365TRC-06AB,,365,12x30,12x30,60-65-245,36,16,T,Y,C,,,,,Y,,,2
29,660,RAPTOR 660  ( REAR ),,,2014,MS,MX366-365TRC-06AB,,365,12x30,12x30,60-65-245,36,16,T,Y,C,,,,,Y,,,2
29,660,RAPTOR 660  ( REAR ),,,2015,MS,MX366-365TRC-06AB,,365,12x30,12x30,60-65-245,36,16,T,Y,C,,,,,Y,,,2
29,660,RAPTOR 660     (FRONT),,,2000,TS,FG366-395TRC-01AB,,395,10x32,10x30,46-20-30-280,36,16,T,Y,C,,,,Y,,,,2
29,660,RAPTOR 660     (FRONT),,,2001,TS,FG366-400TRCL-05AB,,400-410,10x32,10x32,46-25-35-260,36,16,T,Y,C,Y,,,Y,,,,2
29,700,RAPTOR 700  ( REAR ),,,2011,MS,MG506-385TRW-10,,385,12x30,12x30,60-65-245,50,16,T,Y,H-L,,,,Y,,,,2
29,700,RAPTOR 700 (FRONT),,,2011,TS,FG366-410TRC-04AB,,410,10x30,10x30,46-20-40-280,50,16,T,Y,C,,,,,,,,2
29,450,WOLVERINE 450     (FRONT),,,2007,TS,FZ366-360TR-02,,360,10x32,10x32,46-25-45-240,36,16,T,Y,,,,Y,,,,,2
29,450,YZF 450 R     (FRONT),,,2006,TS,FG366-395TRC-01AB,,395,10x32,10x30,46-20-30-280,36,16,T,Y,C,,,,Y,,,,2
29,450,YZF 450 R     (REAR),,,2006,MS,MX506-465TRC-01,,465,12X30,F.30XM10,60-55-290,50,16,T,Y,C,,,,,Y,,,2
29,450,YZF 450 R     (REAR),,,2007,MS,MX506-465TRC-01,,465,12X30,F.30XM10,60-55-290,50,16,T,Y,C,,,,,Y,,,2
29,450,YZF 450 R     (REAR),,,2008,MS,MX506-465TRC-01,,465,12X30,F.30XM10,60-55-290,50,16,T,Y,C,,,,,Y,,,2
29,450,YZF 450 R     (REAR),,,2009,MS,MX506-485TRWL-02,,480-490,12X34,12X30,60-55-290,50,16,T,Y,H-L,Y,,,,Y,,,2
29,450,YZF 450 R     (REAR),,,2010,MS,MX506-485TRWL-02,,480-490,12X34,12X30,60-55-290,50,16,T,Y,H-L,Y,,,,Y,,,2
29,450,YZF 450 R     (REAR),,,2011,MS,MX506-485TRWL-02,,480-490,12X34,12X30,60-55-290,50,16,T,Y,H-L,Y,,,,Y,,,2
29,450,YZF 450 R     (REAR),,,2012,MS,MX506-485TRWL-02,,480-490,12X34,12X30,60-55-290,50,16,T,Y,H-L,Y,,,,Y,,,2
29,450,YZF 450 R     (REAR),,,2013,MS,MX506-485TRWL-02,,480-490,12X34,12X30,60-55-290,50,16,T,Y,H-L,Y,,,,Y,,,2
29,450,YZF 450 R     (REAR),,,2014,MS,MX506-485TRWL-02,,480-490,12X34,12X30,60-55-290,50,16,T,Y,H-L,Y,,,,Y,,,2
29,450,YZF 450 R     (REAR),,,2015,MS,MX506-485TRWL-02,,480-490,12X34,12X30,60-55-290,50,16,T,Y,H-L,Y,,,,Y,,,2
