brand,cc,model,ref_no,vehicle_type,abe1,year,type,product_code,abe_shock,length,top,bottom ,spring,piston,shaft,preload,rebound,compression,length_adjus,hydraulic,emulsion,piggy_back,on_hose,free_piston,dtg
11,50,Monkey,Z50A,1,,1988,TS,RC302-280T-04,-,280,10x20,10x20,46-13-18-160,30,12,T,,,,,,Y,,,
11,50,Monkey,Z50A,1,,1988,TS,RE302-280T-04AL,-,280,10X20,10X20,46-13-18-160,30,12,T,,,,,Y,,,,
11,50,Monkey,Z50A,1,,1989,TS,RC302-280T-04,-,280,10x20,10x20,46-13-18-160,30,12,T,,,,,,Y,,,
11,50,Monkey,Z50A,1,,1989,TS,RE302-280T-04AL,-,280,10X20,10X20,46-13-18-160,30,12,T,,,,,Y,,,,
11,50,Monkey,Z50A,1,,1990,TS,RC302-280T-04,-,280,10x20,10x20,46-13-18-160,30,12,T,,,,,,Y,,,
11,50,Monkey,Z50A,1,,1990,TS,RE302-280T-04AL,-,280,10X20,10X20,46-13-18-160,30,12,T,,,,,Y,,,,
11,50,Monkey,Z50A,1,,1991,TS,RC302-280T-04,-,280,10x20,10x20,46-13-18-160,30,12,T,,,,,,Y,,,
11,50,Monkey,Z50A,1,,1991,TS,RE302-280T-04AL,-,280,10X20,10X20,46-13-18-160,30,12,T,,,,,Y,,,,
11,50,Monkey,Z50A,1,,1992,TS,RC302-280T-04,-,280,10x20,10x20,46-13-18-160,30,12,T,,,,,,Y,,,
11,50,Monkey,Z50A,1,,1992,TS,RE302-280T-04AL,-,280,10X20,10X20,46-13-18-160,30,12,T,,,,,Y,,,,
11,50,Monkey,Z50A,1,,1993,TS,RC302-280T-04,-,280,10x20,10x20,46-13-18-160,30,12,T,,,,,,Y,,,
11,50,Monkey,Z50A,1,,1993,TS,RE302-280T-04AL,-,280,10X20,10X20,46-13-18-160,30,12,T,,,,,Y,,,,
11,50,Monkey,Z50A,1,,1994,TS,RC302-280T-04,-,280,10x20,10x20,46-13-18-160,30,12,T,,,,,,Y,,,
11,50,Monkey,Z50A,1,,1994,TS,RE302-280T-04AL,-,280,10X20,10X20,46-13-18-160,30,12,T,,,,,Y,,,,
11,50,Monkey,Z50A,1,,1995,TS,RC302-280T-04,-,280,10x20,10x20,46-13-18-160,30,12,T,,,,,,Y,,,
11,50,Monkey,Z50A,1,,1995,TS,RE302-280T-04AL,-,280,10X20,10X20,46-13-18-160,30,12,T,,,,,Y,,,,
11,50,Monkey,Z50A,1,,1996,TS,RC302-280T-04,-,280,10x20,10x20,46-13-18-160,30,12,T,,,,,,Y,,,
11,50,Monkey,Z50A,1,,1996,TS,RE302-280T-04AL,-,280,10X20,10X20,46-13-18-160,30,12,T,,,,,Y,,,,
11,50,Monkey,Z50A,1,,1997,TS,RC302-280T-04,-,280,10x20,10x20,46-13-18-160,30,12,T,,,,,,Y,,,
11,50,Monkey,Z50A,1,,1997,TS,RE302-280T-04AL,-,280,10X20,10X20,46-13-18-160,30,12,T,,,,,Y,,,,
11,50,Monkey,Z50A,1,,1998,TS,RC302-280T-04,-,280,10x20,10x20,46-13-18-160,30,12,T,,,,,,Y,,,
11,50,Monkey,Z50A,1,,1998,TS,RE302-280T-04AL,-,280,10X20,10X20,46-13-18-160,30,12,T,,,,,Y,,,,
